no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income_ratio,total_assets,loan_to_asset_ratio,monthly_income,monthly_payment,payment_to_income_ratio
1,1,1,200000,400000,6,768,100000,600000,0,0,1.9999900000499997,700000,0.571427755103207,16666.666666666668,66666.66666666667,3.999760014399136
2,0,1,8500000,31800000,6,714,900000,26600000,5600000,0,3.741176030449879,33100000,0.960725046503775,708333.3333333334,5300000.0,7.482342377869584
2,1,1,2800000,10100000,16,531,2900000,7200000,4100000,1,3.6071415688780113,14200000,0.7112675555445384,233333.33333333334,631250.0,2.7053455485190776
0,0,1,3600000,8600000,6,529,3300000,11300000,5200000,1,2.3888882253088264,19800000,0.4343434124068984,300000.0,1433333.3333333333,4.777761851904938
1,1,0,6200000,19500000,20,448,7100000,22400000,8000000,1,3.1451607830385835,37500000,0.5199999861333338,516666.6666666667,975000.0,1.8870931217552482
1,0,0,2700000,10000000,2,584,2700000,7700000,3400000,0,3.7037023319620994,13800000,0.7246376286494473,225000.0,5000000.0,22.222123457229078
1,0,0,6800000,22900000,4,501,9400000,17300000,4400000,0,3.367646563581388,31100000,0.7363343814683478,566666.6666666666,5725000.0,10.102923347782328
2,1,0,6300000,24500000,18,848,3500000,18200000,8200000,0,3.8888882716050364,29900000,0.8193979659064226,525000.0,1361111.111111111,2.592587654330394
4,1,0,8800000,19100000,6,586,8800000,20600000,12400000,0,2.1704542988120115,41800000,0.4569377881115362,733333.3333333334,3183333.3333333335,4.340903171495675
1,0,0,5900000,13000000,2,386,5000000,12000000,3800000,1,2.2033894570526344,20800000,0.6249999699519245,491666.6666666667,6500000.0,13.220312094280485
5,1,1,9800000,37900000,18,301,4900000,34300000,6200000,1,3.8673465441483117,45400000,0.8348017437268338,816666.6666666666,2105555.5555555555,2.5782281355029633
2,0,0,3300000,8300000,6,653,3100000,8300000,4600000,0,2.51515075298462,16000000,0.5187499675781271,275000.0,1383333.3333333333,5.030284738358527
4,0,1,300000,500000,14,448,100000,800000,100000,1,1.6666611111296297,1000000,0.4999995000005,25000.0,35714.28571428572,1.4285142879999086
1,1,1,4800000,11600000,16,696,9400000,11800000,6500000,0,2.416666163194549,27700000,0.4187725480587528,400000.0,725000.0,1.8124954687613282
1,0,0,7500000,28300000,16,707,1100000,16300000,6700000,0,3.7733328302222895,24100000,1.1742738101961074,625000.0,1768750.0,2.8299954720072447
2,1,0,8600000,21700000,4,429,10800000,30900000,6000000,1,2.523255520551684,47700000,0.4549266152006999,716666.6666666666,5425000.0,7.569756879409006
4,1,0,8900000,21100000,6,631,200000,25800000,6200000,0,2.370786250473455,32200000,0.6552794827552956,741666.6666666666,3516666.6666666665,4.741566640584304
5,1,1,9600000,29600000,4,446,3500000,36600000,13200000,0,3.0833330121528113,53300000,0.555347081513188,800000.0,7400000.0,9.249988437514453
0,0,1,7700000,18100000,18,705,5100000,23800000,6300000,0,2.350649045370254,35200000,0.5142045308464622,641666.6666666666,1005555.5555555555,1.5670971248702816
3,1,1,7000000,15200000,2,709,12500000,20700000,4000000,0,2.171428261224534,37200000,0.40860213955370595,583333.3333333334,7600000.0,13.028549093915839
4,1,1,7800000,19500000,14,739,9000000,20400000,4400000,0,2.4999996794872206,33800000,0.5769230598543473,650000.0,1392857.142857143,2.142853846158918
3,0,0,5100000,11000000,6,336,5800000,11600000,7500000,1,2.1568623221838585,24900000,0.4417670505314438,425000.0,1833333.3333333333,4.31371534027763
4,0,0,9400000,32600000,4,898,4000000,22000000,10200000,0,3.468084737437794,36200000,0.9005524613107055,783333.3333333334,8150000.0,10.404242037137825
4,1,1,600000,2100000,6,558,1000000,2200000,300000,0,3.4999941666763887,3500000,0.5999998285714776,50000.0,350000.0,6.999860002799944
3,0,0,5100000,13300000,4,589,2700000,20200000,6100000,0,2.607842625913211,29000000,0.4586206738406664,425000.0,3325000.0,7.823511003503521
2,0,1,3800000,14400000,2,301,1400000,7600000,2400000,1,3.7894726869808717,11400000,1.2631577839335277,316666.6666666667,7200000.0,22.736770304935877
2,1,1,5300000,21200000,14,516,5000000,20900000,7700000,1,3.999999245283161,33600000,0.6309523621740368,441666.6666666667,1514285.7142857143,3.42856366578577
5,1,0,1100000,3600000,12,315,700000,3100000,1400000,1,3.2727242975233657,5200000,0.6923075591716232,91666.66666666667,300000.0,3.272691570637411
3,1,0,6400000,14400000,10,546,10000000,21200000,5100000,1,2.249999648437555,36300000,0.39669420394781807,533333.3333333334,1440000.0,2.699994937509492
0,1,1,5100000,14500000,14,559,1100000,12300000,6000000,0,2.843136697424177,19400000,0.7474226418854308,425000.0,1035714.2857142857,2.436969055871129
3,0,1,5300000,16900000,2,350,3100000,14300000,6800000,0,3.188678643645539,24200000,0.6983470785806992,441666.6666666667,8450000.0,19.13203215388946
1,0,0,6700000,18700000,8,583,4100000,17100000,6900000,0,2.791044359545618,28100000,0.6654804033636867,558333.3333333334,2337500.0,4.186559665863284
2,1,0,4000000,9400000,8,874,3700000,10200000,4800000,0,2.349999412500147,18700000,0.5026737699104936,333333.3333333333,1175000.0,3.524989425031725
2,1,1,3900000,11600000,8,808,3100000,12900000,5000000,0,2.9743582117030227,21000000,0.5523809260770988,325000.0,1450000.0,4.46152473377005
1,0,1,1600000,4900000,16,487,1100000,3900000,2000000,1,3.0624980859386963,7000000,0.6999999000000143,133333.33333333334,306250.0,2.296857773566698
3,0,0,2700000,7800000,14,870,5300000,5700000,2100000,0,2.8888878189304372,13100000,0.595419801876351,225000.0,557142.8571428572,2.476179470948383
3,0,0,1400000,3800000,8,840,200000,5300000,1500000,0,2.7142837755115887,7000000,0.5428570653061335,116666.66666666667,475000.0,4.071393673768511
4,1,1,8000000,19200000,18,682,8900000,19000000,5300000,0,2.3999997000000377,33200000,0.5783132355929749,666666.6666666666,1066666.6666666667,1.5999976000036003
3,0,1,8200000,28900000,10,668,4500000,28700000,10900000,0,3.5243898140988033,44100000,0.655328783325878,683333.3333333334,2890000.0,4.229262103518873
5,0,1,4800000,10300000,8,781,6800000,11100000,4300000,0,2.1458328862848153,22200000,0.46396394306468725,400000.0,1287500.0,3.218741953145117
4,0,0,8100000,19000000,6,375,14500000,19100000,11900000,1,2.3456787227557134,45500000,0.4175824084047822,675000.0,3166666.6666666665,4.691351074541617
4,1,0,5900000,14900000,14,857,9500000,16000000,3500000,0,2.525423300775712,29000000,0.5137930857312729,491666.6666666667,1064285.7142857143,2.1646445077448266
5,0,1,8100000,32100000,6,823,1800000,24100000,6500000,0,3.9629624737083367,32400000,0.9907407101623238,675000.0,5350000.0,7.925914183830839
0,0,0,1400000,5000000,8,686,1900000,3200000,1500000,0,3.5714260204099855,6600000,0.7575756427915693,116666.66666666667,625000.0,5.357096939169093
1,0,0,1600000,6300000,2,721,600000,5200000,900000,0,3.937497539064038,6700000,0.9402983671196466,133333.33333333334,3150000.0,23.624822813828896
4,0,0,4600000,9400000,18,545,2400000,11500000,6300000,1,2.0434778166352574,20200000,0.4653465116165093,383333.3333333333,522222.22222222225,1.362315286713745
1,1,0,2900000,8900000,6,523,5600000,9700000,1800000,1,3.068964458977773,17100000,0.5204678058205962,241666.66666666666,1483333.3333333333,6.1379056362525395
2,0,1,8600000,24900000,20,607,7600000,31800000,5400000,0,2.895348500540872,44800000,0.555803559022242,716666.6666666666,1245000.0,1.7372068783159837
4,1,0,3800000,14900000,20,428,3500000,12200000,2500000,1,3.9210515997232633,18200000,0.8186812736988311,316666.6666666667,745000.0,2.3526241496079483
0,1,0,8200000,20300000,4,666,10200000,25900000,7800000,0,2.475609454193969,43900000,0.46241456805433784,683333.3333333334,5075000.0,7.426818399777951
3,0,0,3200000,10100000,20,704,4800000,9000000,3900000,0,3.1562490136721832,17700000,0.5706214366880544,266666.6666666667,505000.0,1.8937428984641307
0,1,1,8100000,23800000,10,794,15500000,20700000,8800000,0,2.9382712421887356,45000000,0.5288888771358027,675000.0,2380000.0,3.5259207023397003
1,0,1,9800000,23300000,12,430,12600000,30500000,13900000,1,2.3775507778009413,57000000,0.4087719226531242,816666.6666666666,1941666.6666666667,2.3775481091247643
0,1,0,200000,500000,20,615,200000,600000,200000,0,2.4999875000625,1000000,0.4999995000005,16666.666666666668,25000.0,1.499910005399676
0,1,0,6600000,14100000,20,360,5100000,25400000,7800000,1,2.1363633126722252,38300000,0.36814620448704427,550000.0,705000.0,1.2818158512439068
0,1,0,9100000,18300000,14,458,9200000,34100000,10000000,1,2.0109887900012318,53300000,0.3433395808003831,758333.3333333334,1307142.857142857,1.7237025935476
2,1,0,5500000,20400000,12,887,9400000,12300000,3300000,0,3.7090902347108665,25000000,0.8159999673600014,458333.3333333333,1700000.0,3.7090828165465823
4,1,0,7200000,27400000,8,735,14200000,19400000,9500000,0,3.805555027006246,43100000,0.6357308437185419,600000.0,3425000.0,5.7083238194603005
1,1,0,2400000,5600000,16,379,600000,7200000,3400000,1,2.333332361111516,11200000,0.49999995535714686,200000.0,350000.0,1.7499912500437498
4,0,0,9600000,25500000,20,544,11400000,23800000,11100000,1,2.6562497233073206,46300000,0.5507559276294616,800000.0,1275000.0,1.5937480078149902
1,0,1,5800000,16700000,12,721,9700000,17200000,7500000,0,2.8793098483948536,34400000,0.4854651021667121,483333.3333333333,1391666.6666666667,2.8793043876460946
4,1,0,2300000,6000000,8,676,400000,4800000,2200000,0,2.6086945179589054,7400000,0.8108107012417971,191666.66666666666,750000.0,3.91302306248837
1,1,0,300000,1200000,4,342,100000,1100000,200000,0,3.999986666711111,1400000,0.8571422448983965,25000.0,300000.0,11.999520019199233
0,1,0,9900000,27000000,16,566,17300000,36900000,11500000,0,2.7272724517906615,65700000,0.4109588978545069,825000.0,1687500.0,2.045452066118708
2,1,0,3500000,14000000,2,355,1600000,11800000,2900000,0,3.9999988571431837,16300000,0.8588956528284876,291666.6666666667,7000000.0,23.999917714567832
2,0,0,4800000,18500000,20,605,5500000,14700000,5800000,0,3.854165863715445,26000000,0.7115384341715987,400000.0,925000.0,2.3124942187644533
2,1,0,1600000,5200000,16,525,2900000,5600000,1600000,1,3.2499979687512695,10100000,0.5148514341731253,133333.33333333334,325000.0,2.437481718887108
5,0,1,800000,2500000,12,403,0,3200000,800000,1,3.124996093754883,4000000,0.624999843750039,66666.66666666667,208333.33333333334,3.1249531257031142
1,0,1,9000000,33500000,18,727,10500000,28100000,5300000,0,3.722221808642021,43900000,0.7630979325034639,750000.0,1861111.111111111,2.4814781728439175
1,0,0,8300000,28900000,12,529,3900000,32500000,5800000,1,3.481927291334061,42200000,0.6848341069944525,691666.6666666666,2408333.3333333335,3.481922676738299
4,0,0,2800000,6100000,18,415,4200000,8400000,2000000,1,2.178570650510482,14600000,0.4178081905610828,233333.33333333334,338888.8888888889,1.4523747279178325
1,0,1,6400000,17300000,10,879,1100000,15400000,8200000,0,2.703124577636785,24700000,0.7004048299431243,533333.3333333334,1730000.0,3.2437439179801535
2,1,1,6000000,12600000,16,649,5300000,23900000,5100000,0,2.099999650000058,34300000,0.36734692806568725,500000.0,787500.0,1.5749968500063
0,0,0,2900000,9800000,16,395,4300000,8600000,2400000,1,3.379309179548559,15300000,0.640522833952756,241666.66666666666,612500.0,2.534472271149223
0,0,0,6500000,24100000,20,488,6000000,22900000,9700000,1,3.707691737278194,38600000,0.6243523154312872,541666.6666666666,1205000.0,2.2246112776407183
1,0,1,200000,400000,8,569,200000,700000,300000,0,1.9999900000499997,1200000,0.333333055555787,16666.666666666668,50000.0,2.999820010799352
1,1,0,8400000,24600000,14,817,13100000,31300000,8200000,0,2.928571079932014,52600000,0.46768059947375284,700000.0,1757142.857142857,2.510200495631945
1,0,1,6100000,17800000,20,706,10900000,16900000,4300000,0,2.918032308519294,32100000,0.5545171166817098,508333.3333333333,890000.0,1.7508162279025026
2,0,1,8000000,31200000,8,553,3500000,21000000,10300000,0,3.899999512500061,34800000,0.8965516983749512,666666.6666666666,3900000.0,5.849991225013163
5,1,1,900000,1800000,14,464,300000,1800000,700000,1,1.999997777780247,2800000,0.6428569132653881,75000.0,128571.42857142857,1.7142628574476149
2,0,0,7300000,20000000,6,729,10700000,17900000,9100000,0,2.7397256520923765,37700000,0.5305039647081177,608333.3333333334,3333333.3333333335,5.47944304749088
4,1,1,3700000,7400000,12,363,6800000,10500000,4400000,1,1.9999994594596056,21700000,0.34101380916987056,308333.3333333333,616666.6666666666,1.9999935135345508
2,0,0,5200000,17200000,12,565,1300000,20000000,6300000,0,3.3076916715977553,27600000,0.6231883832178122,433333.3333333333,1433333.3333333333,3.307684674573828
1,0,0,7200000,21000000,14,421,11600000,21800000,4600000,1,2.9166662615741306,38000000,0.5526315644044325,600000.0,1500000.0,2.499995833340278
0,1,1,9400000,34200000,10,512,15600000,32600000,6300000,1,3.6382974852875014,54500000,0.6275229242656344,783333.3333333334,3420000.0,4.365951873252928
3,1,1,3400000,12400000,2,730,3900000,12200000,4600000,0,3.6470577508653674,20700000,0.5990337874862904,283333.3333333333,6200000.0,21.882275709615143
0,0,0,600000,2300000,8,627,500000,2200000,300000,0,3.8333269444550924,3000000,0.7666664111111963,50000.0,287500.0,5.749885002299954
0,1,1,3300000,10000000,16,434,4100000,12900000,4100000,1,3.030302112029663,21100000,0.4739336268277902,275000.0,625000.0,2.2727190082945152
2,0,1,5900000,14300000,2,410,4400000,16900000,4100000,1,2.423728402757898,25400000,0.5629921038192085,491666.6666666667,7150000.0,14.542343303708535
3,1,0,1300000,3600000,16,624,2300000,3300000,1900000,0,2.769228639054893,7500000,0.4799999360000085,108333.33333333333,225000.0,2.076903905502411
4,0,1,5700000,16900000,4,656,7400000,22000000,8400000,0,2.9649117605417965,37800000,0.447089935262171,475000.0,4225000.0,8.894718116382913
2,1,0,7700000,27300000,16,758,4600000,24800000,9100000,0,3.545454085005963,38500000,0.7090908906729638,641666.6666666666,1706250.0,2.659086765059587
4,1,1,7000000,23500000,18,336,9500000,19700000,7800000,1,3.357142377551089,37000000,0.6351351179693211,583333.3333333334,1305555.5555555555,2.238091401367121
5,0,0,8100000,21900000,18,378,3400000,16200000,9600000,1,2.703703369913164,29200000,0.7499999743150694,675000.0,1216666.6666666667,1.8024664654817797
1,0,1,1900000,4200000,4,620,2800000,7500000,900000,0,2.2105251523551828,11200000,0.3749999665178601,158333.33333333334,1050000.0,6.631537063976437
2,0,0,4500000,9100000,18,593,600000,12400000,2500000,0,2.022221772839606,15500000,0.5870967363163396,375000.0,505555.55555555556,1.3481445530960066
0,1,1,9600000,34000000,12,710,10300000,38100000,7800000,0,3.541666297743094,56200000,0.6049821956408862,800000.0,2833333.3333333335,3.5416622395888675
1,1,1,5400000,20700000,8,753,800000,19000000,3600000,0,3.8333326234569216,23400000,0.8846153468113099,450000.0,2587500.0,5.749987222250617
1,1,1,7800000,27200000,16,454,3400000,17100000,11400000,1,3.4871790401052514,31900000,0.8526645500732116,650000.0,1700000.0,2.6153805917221664
1,0,1,8200000,19100000,8,619,12200000,31500000,6600000,0,2.329268008625853,50300000,0.3797216624309809,683333.3333333334,2387500.0,3.493897326003913
2,0,0,8900000,28500000,6,367,16600000,21500000,9300000,1,3.202246831208221,47400000,0.6012658100998775,741666.6666666666,4750000.0,6.404485746760791
1,0,0,1400000,3100000,20,384,1200000,4200000,1800000,1,2.214284132654191,7200000,0.43055549575618113,116666.66666666667,155000.0,1.3285600409139349
2,0,0,1700000,5900000,16,610,300000,3700000,1300000,0,3.470586193772827,5300000,1.1132073371306912,141666.66666666666,368750.0,2.602922802897862
0,0,0,5300000,19500000,12,802,3300000,15200000,3200000,0,3.6792445888217755,21700000,0.898617470109794,441666.6666666667,1625000.0,3.6792369526710504
3,0,0,6500000,25200000,10,858,10900000,14000000,8100000,0,3.8769224804734645,33000000,0.7636363404958685,541666.6666666666,2520000.0,4.65229910344781
2,0,0,5900000,14000000,8,599,9500000,17800000,6700000,0,2.3728809537489908,34000000,0.41176469377162667,491666.6666666667,1750000.0,3.559314794613977
4,0,1,9800000,27000000,2,395,3000000,23000000,9700000,1,2.7551017596834937,35700000,0.7563024998234594,816666.6666666666,13500000.0,16.53059200335673
3,0,1,7700000,16200000,6,380,15100000,22500000,6400000,1,2.103895830662879,44000000,0.3681818098140498,641666.6666666666,2700000.0,4.2077856502041815
1,0,0,7900000,27100000,10,803,9800000,22200000,6600000,0,3.4303793126102136,38600000,0.7020725206716963,658333.3333333334,2710000.0,4.116449443367934
4,0,0,3500000,8900000,20,809,1500000,13700000,3200000,0,2.542856416326738,18400000,0.48369562588610726,291666.6666666667,445000.0,1.5257090547118124
4,1,0,2400000,6600000,2,722,3300000,5600000,3000000,0,2.7499988541671443,11900000,0.5546218021326217,200000.0,3300000.0,16.499917500412497
5,0,0,9900000,35700000,10,392,4300000,39200000,13000000,1,3.606060241812097,56500000,0.6318583958963115,825000.0,3570000.0,4.327267482100022
0,0,0,3900000,14500000,8,545,3000000,10300000,3400000,1,3.717947764628778,16700000,0.8682634210620706,325000.0,1812500.0,5.576905917212563
2,1,1,7300000,28500000,10,799,3100000,15800000,4300000,0,3.9041090542316366,23200000,1.2284482229117146,608333.3333333334,2850000.0,4.6849238056047025
0,0,1,6400000,21900000,12,727,10100000,24000000,5300000,0,3.421874465332115,39400000,0.5558375493442247,533333.3333333334,1825000.0,3.421868583996405
4,0,0,7100000,19800000,18,530,3400000,20900000,7100000,1,2.788732001587042,31400000,0.6305732283256934,591666.6666666666,1100000.0,1.859151787349092
2,1,0,8800000,19000000,14,637,13900000,27100000,6100000,0,2.1590906637396974,47100000,0.4033970190361567,733333.3333333334,1357142.857142857,1.850646827040041
5,0,0,7400000,21000000,4,561,3800000,26400000,3900000,0,2.83783745434629,34100000,0.6158357590664,616666.6666666666,5250000.0,8.513499707838312
2,1,0,4400000,12000000,20,421,2700000,15700000,3400000,1,2.7272721074381576,21800000,0.5504586903459316,366666.6666666667,600000.0,1.6363591735658902
3,0,1,8600000,30300000,14,459,4100000,23800000,9100000,1,3.5232554042726276,37000000,0.8189188967859757,716666.6666666666,2164285.714285714,3.0199293409623813
